6.0.1,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 6.0.3
6.0.1,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 6.0.3
6.0.1,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 6.0.2
6.0.1,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 6.0.2
6.0.1,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 6.0.2
6.0,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
6.0,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 6.0.3
6.0,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 6.0.3
6.0,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 6.0.2
6.0,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 6.0.2
6.0,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 6.0.2
5.9.5,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.9.4,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.9.4,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.9.5
5.9.4,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.9.5
5.9.3,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.9.3,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.9.5
5.9.3,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.9.5
5.9.3,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.9.4
5.9.3,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.9.4
5.9.3,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.9.4
5.9.2,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.9.2,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.9.5
5.9.2,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.9.5
5.9.2,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.9.4
5.9.2,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.9.4
5.9.2,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.9.4
5.9.1,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.9.1,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.9.5
5.9.1,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.9.5
5.9.1,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.9.4
5.9.1,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.9.4
5.9.1,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.9.4
5.9.1,2022-03-11,WordPress (5.9-5.9.1) / Gutenberg (9.8.0-12.7.1) - Contributor+ Stored Cross-Site Scripting,Fixed in version 5.9.2
5.9.1,2022-03-11,WordPress < 5.9.2 / Gutenberg < 12.7.2 - Prototype Pollution via Gutenberg’s wordpress/url package,Fixed in version 5.9.2
5.9.1,2022-03-11,WordPress < 5.9.2 - Prototype Pollution in jQuery,Fixed in version 5.9.2
5.9,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.9,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.9.5
5.9,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.9.5
5.9,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.9.4
5.9,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.9.4
5.9,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.9.4
5.9,2022-03-11,WordPress (5.9-5.9.1) / Gutenberg (9.8.0-12.7.1) - Contributor+ Stored Cross-Site Scripting,Fixed in version 5.9.2
5.9,2022-03-11,WordPress < 5.9.2 / Gutenberg < 12.7.2 - Prototype Pollution via Gutenberg’s wordpress/url package,Fixed in version 5.9.2
5.9,2022-03-11,WordPress < 5.9.2 - Prototype Pollution in jQuery,Fixed in version 5.9.2
5.8.6,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8.5,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8.5,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.8.6
5.8.5,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.8.6
5.8.4,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8.4,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.8.6
5.8.4,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.8.6
5.8.4,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.8.5
5.8.4,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.8.5
5.8.4,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.8.5
5.8.3,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8.3,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.8.6
5.8.3,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.8.6
5.8.3,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.8.5
5.8.3,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.8.5
5.8.3,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.8.5
5.8.3,2022-03-11,WordPress < 5.9.2 - Prototype Pollution in jQuery,Fixed in version 5.8.4
5.8.3,2022-03-11,WordPress < 5.9.2 / Gutenberg < 12.7.2 - Prototype Pollution via Gutenberg’s wordpress/url package,Fixed in version 5.8.4
5.8.2,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8.2,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.8.6
5.8.2,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.8.6
5.8.2,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.8.5
5.8.2,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.8.5
5.8.2,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.8.5
5.8.2,2022-03-11,WordPress < 5.9.2 / Gutenberg < 12.7.2 - Prototype Pollution via Gutenberg’s wordpress/url package,Fixed in version 5.8.4
5.8.2,2022-03-11,WordPress < 5.9.2 - Prototype Pollution in jQuery,Fixed in version 5.8.4
5.8.2,2022-01-06,WordPress < 5.8.3 - SQL Injection via WP_Query,Fixed in version 5.8.3
5.8.2,2022-01-06,WordPress < 5.8.3 - Super Admin Object Injection in Multisites,Fixed in version 5.8.3
5.8.2,2022-01-06,WordPress 4.1-5.8.2 - SQL Injection via WP_Meta_Query,Fixed in version 5.8.3
5.8.2,2022-01-06,WordPress < 5.8.3 - Author+ Stored XSS via Post Slugs,Fixed in version 5.8.3
5.8.1,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8.1,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.8.6
5.8.1,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.8.6
5.8.1,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.8.5
5.8.1,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.8.5
5.8.1,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.8.5
5.8.1,2022-03-11,WordPress < 5.9.2 / Gutenberg < 12.7.2 - Prototype Pollution via Gutenberg’s wordpress/url package,Fixed in version 5.8.4
5.8.1,2022-03-11,WordPress < 5.9.2 - Prototype Pollution in jQuery,Fixed in version 5.8.4
5.8.1,2022-01-06,WordPress < 5.8.3 - Super Admin Object Injection in Multisites,Fixed in version 5.8.3
5.8.1,2022-01-06,WordPress 4.1-5.8.2 - SQL Injection via WP_Meta_Query,Fixed in version 5.8.3
5.8.1,2022-01-06,WordPress < 5.8.3 - Author+ Stored XSS via Post Slugs,Fixed in version 5.8.3
5.8.1,2022-01-06,WordPress < 5.8.3 - SQL Injection via WP_Query,Fixed in version 5.8.3
5.8.1,2021-11-10,WordPress < 5.8.2 - Expired DST Root CA X3 Certificate,Fixed in version 5.8.2
5.8,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.8,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Multiple Stored XSS via Gutenberg,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Data Exposure via REST Terms/Tags Endpoint,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Stored XSS via RSS Widget,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - SQLi in WP_Date_Query,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.8.6
5.8,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.8.6
5.8,2022-08-30,WP < 6.0.2 - SQLi via Link API,Fixed in version 5.8.5
5.8,2022-08-30,WP < 6.0.2 - Authenticated Stored Cross-Site Scripting,Fixed in version 5.8.5
5.8,2022-08-30,WP < 6.0.2 - Reflected Cross-Site Scripting,Fixed in version 5.8.5
5.8,2022-03-11,WordPress < 5.9.2 / Gutenberg < 12.7.2 - Prototype Pollution via Gutenberg’s wordpress/url package,Fixed in version 5.8.4
5.8,2022-03-11,WordPress < 5.9.2 - Prototype Pollution in jQuery,Fixed in version 5.8.4
5.8,2022-01-06,WordPress < 5.8.3 - Super Admin Object Injection in Multisites,Fixed in version 5.8.3
5.8,2022-01-06,WordPress 4.1-5.8.2 - SQL Injection via WP_Meta_Query,Fixed in version 5.8.3
5.8,2022-01-06,WordPress < 5.8.3 - Author+ Stored XSS via Post Slugs,Fixed in version 5.8.3
5.8,2022-01-06,WordPress < 5.8.3 - SQL Injection via WP_Query,Fixed in version 5.8.3
5.8,2021-11-10,WordPress < 5.8.2 - Expired DST Root CA X3 Certificate,Fixed in version 5.8.2
5.8,2021-09-09,WordPress 5.4 to 5.8 - Data Exposure via REST API,Fixed in version 5.8.1
5.8,2021-09-09,WordPress 5.4 to 5.8 - Lodash Library Update,Fixed in version 5.8.1
5.8,2021-09-09,WordPress 5.4 to 5.8 - Authenticated XSS in Block Editor,Fixed in version 5.8.1
5.7.8,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.7.7,2022-12-13,WP <= 6.1.1 - Unauthenticated Blind SSRF via DNS Rebinding,No known fix
5.7.7,2022-10-17,WP < 6.0.3 - Stored XSS via wp-mail.php,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - Open Redirect via wp_nonce_ays,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - Email Address Disclosure via wp-mail.php,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - Reflected XSS via SQLi in Media Library,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - CSRF in wp-trackback.php,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - Stored XSS via the Customizer,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - Stored XSS via Comment Editing,Fixed in version 5.7.8
5.7.7,2022-10-17,WP < 6.0.3 - Content from Multipart Emails Leaked,Fixed in version 5.7.8
